Year,City,Country,latitude,longitude,attack type,Target Type,Target Sub Type,Target,Weapon Type,Weapon sub type,Terrorist Organization,motive,summary,
2012,Turekela,India,20.498551,82.810186,Facility-Infrastructure Attack,Business,Retail/Grocery/Bakery,Liquor Store,Incendiary,Arson/Fire,Maoists,"According to a source, immediately prior to the attack, Maoists asked local village women if the presence of a liquor manufacturor was a disturbance. When women stated it was, the Maoists burned the liquor manufacturing unit down.  Maoists also left pamphlets at the scene warning against bringing liquor back to the village.","03/24/2012: Assailants burned down a country liquor manufacturing unit in Turekela area, Odisha state, India. There were no reported injuries or casualties. Maoists claimed responsibility for the attack in a note left at the scene, warning villagers against setting up another unit in that location.",
2012,Gadchiroli,India,20.181843,80.006844,Facility-Infrastructure Attack,Police,Police Security Forces/Officers,Officers,Explosives/Bombs/Dynamite,Land Mine,Maoists,"The specific motive is unknown; however, sources noted that the attack occurred after threats by Maoists to repeat an October 2009 attack, which killed 17 police officers in Laheri.","03/27/2012: An explosive device detonated near a Central Reserve Police Force (CRPF) bus in Gadchirol town, Maharashtra state, India. At least 12 officers were killed and 28 wounded. No group claimed responsibility for this incident; however, sources attributed it to Maoists.",
2012,Imphal West district,India,24.817544,93.916458,Facility-Infrastructure Attack,Business,Medical/Pharmaceutical,Psychiatry Department,Explosives/Bombs/Dynamite,Grenade,People's Revolutionary Party of Kangleipak-Progressive (PREPAK-P),"According to sources, a paper left by the People's Revolutionary Party of Kangleipak: Progressive (PREPAK-P) with the grenade demanded an end to the construction of a building for the psychiatry department of the hospital.","03/29/2012: Assailants planted a grenade in the newly constructed area of the Regional Institute of Medical Science (RIMS) hospital in Imphal West district, Manipur state, India. The grenade was successfully defused, and there were no casualties. In a note left at the scene, the People's Revolutionary Party of Kangleipak: Progressive (PREPAK-P) claimed responsibility for the attack and demanded the immediate halt to construction of a new building in the psychiatry department.",
2012,Lokaichar,India,25.376892,89.869963,Facility-Infrastructure Attack,Private Citizens & Property,Named Civilian,Civilian: Pyara Begum,Explosives/Bombs/Dynamite,Grenade,Garo National Liberation Army,"The specific motive is unknown; however, sources speculated that the attack was in retaliation for the killing of four members of the Garo National Liberation Army the previous day by security forces.","04/05/2012: Assailants threw two grenades at a residential area in Lokaichar area, Meghalaya state, India. One civilian was killed in the explosion. No group claimed responsibility for this attack; however, sources suspected Garo National Liberation Army (GNLA).",
2012,Tamulpur,India,26.639243,91.574214,Facility-Infrastructure Attack,Unknown,0,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,United Liberation Front of Assam (ULFA),"The specific motive is unknown; however, sources noted that April 7, the date of the attack, is the same as the United Liberation Front of Assam (ULFA) founding day and that the group usually marks the date with attacks.","04/07/2012: An explosive device was discovered and safely defused in Tamulpur area, Assam state, India. No group claimed responsibility for this attempted attack; however, officials attributed the incident to the United Liberation Front of Assam (ULFA).",
2012,Numaligarh,India,26.588354,93.748589,Facility-Infrastructure Attack,Business,Gas/Oil,Refinery,Explosives/Bombs/Dynamite,Sticky Bomb,United Liberation Front of Assam (ULFA),"Joy Asom, a spokesperson for the United Liberation Front of Assam (ULFA), claimed responsibility for the attack and stated that it was part of a larger campaign to protest the Indian government's exploitation of Assam.  Sources also noted that April 7, the date of the attack, is the same as the United Liberation Front of Assam (ULFA) founding day and that the group usually marks the date with attacks.","04/07/2012: A fire broke out at the Numaligarh refinery in Numaligarh town, Assam state, India. There were no casualties reported, but the refinery was damaged. The United Liberation Front of Assam (ULFA) claimed responsibility for the attack and stated that it was part of a larger campaign to protest the Indian government's exploitation of Assam.",
2012,Murhu,India,22.96908,85.289352,Facility-Infrastructure Attack,Transportation,Bus (excluding tourists),Bus,Firearms,Unknown Gun Type,People's Liberation Front of India,"A source stated that the attack was in reaction to the People's Liberation Front of India's unmet demand that Deopujan Gope, a member of the group, be released from police custody.  Gope had been arrested earlier in the day in connection with a previous attack.","04/11/2012: Assailants opened fire on and torched vehicles in Murhu district, Jharkhand state, India. Several vehicles were damaged in the attack, but no casualties were reported. No group claimed responsibility for this incident; however, sources attributed it to the People's Liberation Front of India.",
2012,Dadengre,India,25.722446,90.190917,Facility-Infrastructure Attack,Police,Police Security Forces/Officers,Police Team,Firearms,Unknown Gun Type,Garo National Liberation Army,"The specific motive is unknown; however, sources noted that the attack occurred during a 12-hour bandh called by the Garo National Liberation Army to protest the killing of four group members on April 5, 2012.","04/12/2012: Assailants attacked a police patrol in Dadengre area, Meghalaya state, India. There were no reported casualties. No group claimed responsibility for this attack; however, authorities attributed it to the Garo National Liberation Army (GNLA).",
2012,Bordumsa,India,27.51586,95.877973,Facility-Infrastructure Attack,Private Citizens & Property,Marketplace/Plaza/Square,Market,Explosives/Bombs/Dynamite,Grenade,Unknown,"The specific motive is unknown; however, sources noted that the attack occurred a day after the United Liberation Front of Asom (ULFA) called for a bandh on April 20, 2012 to protest the visit of Prime Minister Manmohan Singh.","04/12/2012: A grenade detonated at a market in Bordumsa town, Assam state, India. There were no reported casualties. No group claimed responsibility for the incident.",
2012,Etapalli,India,19.598777,80.22691,Facility-Infrastructure Attack,Private Citizens & Property,Political Party Member/Rally,Leader: Kewal Atkamwar,Firearms,Unknown Gun Type,Maoists,"The specific motive is unknown; however, sources speculated that the victim may have been targeted due to his close ties to police.","04/13/2012: Assailants opened fire on a senior National Congress Party (NCP) leader in Gadchirol district, Maharashtra state, India. The leader, Kewal Atkamwar, was killed and two others injured in the attack. No group claimed responsibility for this incident; however, sources attributed it to Maoists.",
2012,Sukma,India,18.390961,81.662323,Facility-Infrastructure Attack,Government (General),"Government Personnel (excluding police, military)","Alex Paul Menon, and two bodyguards.",Firearms,Unknown Gun Type,Maoists,"Maoists claimed responsibility for the abduction, stating that their actions were justified since the victim, a government collector for the Sukma district, harassed innocent people. In negotiations with the government for the prisoner's release, the group demanded the end to Operation Green Hunt and the release of 17 jailed group members.","04/21/2012: Assailants attacked a district collector in Sukma town, Chhattisgarh state, India. The collector was kidnapped, and two of his guards were killed in the assault. He was released on May 3, 2012. Maoists claimed responsibility for the abduction, stating the collector harassed innocent people. In negotiations with the government for the prisoner's release, the group demanded the end to Operation Green Hunt and the release of 17 jailed group members.",
