Year,City,Country,latitude,longitude,attack type,Target Type,Target Sub Type,Target,Weapon Type,Weapon sub type,Terrorist Organization,motive,summary,,
2010,Lankachen,India,19.137828,79.92208,Bombing or Explosion,Government (General),Government Building/Facility/Office,A Tata Sumo and boat belonging to the forest department,Incendiary,Arson/Fire,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"12/21/2010: On Tuesday, near Lankachen village in Chhinnavatra forest of an unknown city in Maharashtra, India, unidentified militants set ablaze a Tata Sumo (vehicle) and boat belonging to the Forest Department. No casualties were reported and no group claimed responsibility, but it was suspected that Communist Party of India-Maoist militants were responsible.",,
2010,Pindiki,India,19.398378,84.272651,Bombing or Explosion,Business,Construction,At least 14 vehicles owned by a private construction company,Incendiary,Arson/Fire,Communist Party of India - Maoist (CPI-Maoist),"The specific motive for the attack is unknown but a letter purportedly written by the head of the Basadhara division of the Maoists, left at the spot said the ultras opposed road construction work in the area.","12/21/2010: On Tuesday, at Pindiki in Mohana, Gajapati, Odisha, India, in one of two related attacks, around 40 armed militants, including women, raided the make-shift camp of the ARSS Infrastructure Limited, a private construction company, and set ablaze at least 14 vehicles used for road construction work. The vehicles included seven tippers, two road-rollers, two mixers, a water tanker, a grader, and an excavator. No casualties were reported and the Communist Party of India-Maoists claimed responsibility. A letter purportedly written by the head of the Basadhara division of the Maoists, left at the spot said the ultras opposed road construction work in the area.",,
2010,Pindiki,India,19.398378,84.272651,Bombing or Explosion,Telecommunication,Telephone/Telegraph,A mobile tower was targeted in the attack.,Incendiary,Arson/Fire,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"12/21/2010: On Tuesday, at Pindiki in Mohana, Gajapati, Odisha, India, in one of two related attacks, around 40 armed militants, including women, set ablaze a mobile phone tower after setting ablaze construction vehicles. No casualties were reported and the Communist Party of India-Maoist militants claimed responsibility.",,
2010,Belpahari,India,22.632073,86.764262,Bombing or Explosion,Unknown,0,The target is unknown.,Explosives/Bombs/Dynamite,Other Explosive Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"12/22/2010: On Wednesday, on a road in the Belpahari area of West Midnapore, West Bengal, India, unidentified militants triggered an improvised explosive device on a road. No casualties or damages were reported and no group claimed responsibility, but it was suspected that Communist Party of India-Maoist militants were responsible.",,
2010,Kirandul,India,18.633644,81.25739,Bombing or Explosion,Transportation,Bridge/Car Tunnel,Bridges,Explosives/Bombs/Dynamite,Unknown Explosive Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"12/23/2010: On Thursday, in Kirandul area in Dantewada, Chhattisgarh, India, unidentified militants placed explosives under three bridges and triggered blasts, destroying the bridges. No casualties were reported. Two of the bridges were under construction while the third one had been recently constructed. No group claimed responsibility, but it was suspected that Communist Party of India-Maoist militants were responsible.",,
2010,Garhwa,India,24.159623,83.803807,Bombing or Explosion,Government (General),Election-related,Three vehicles were targeted in the attack to disrupt balloting at a polling booth.,Incendiary,Arson/Fire,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack was to disrupt balloting at a polling booth.,"12/24/2010: On Friday, in Garhwa, Jammu and Kashmir, India, unidentified militants set ablaze three vehicles in order to disrupt balloting at a polling booth. No casualties were reported and no group claimed responsibility, but it was suspected that Communist Party of India-Maoist militants were responsible.",,
2010,West Singhbhum district,India,22.365086,85.437557,Bombing or Explosion,Police,Police Security Forces/Officers,Central Reserve Police Force personnel,Explosives/Bombs/Dynamite,Other Explosive Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"12/24/2010: On Friday, in Nagratonagra village near Saranda forest in West Singhbhum, Jharkhand, India, unidentified militants detonated an improvised explosive device on a culvert. One Central Reserve Police Force troops was killed, three others were injured and a police vehicle was damaged. No group claimed responsibility, but it was suspected that Communist Party of India-Maoist militants were responsible.",,
2010,Gatta,India,20.024392,80.338021,Bombing or Explosion,Private Citizens & Property,Laborer (General)/Occupation Identified,A suspected police informer was targeted in the attack.,Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack was punishment for being an alleged police informer.,"12/24/2010: On Friday evening around 2100, in Gatta village in Dhanora, Gadchiroli, Maharashtra, India, unidentified militants shot and killed a civilian on suspicion of being a police informer. The victim was identified as Dayaram Madavi. No group claimed responsibility, but it was suspected that Communist Party of India-Maoist militants were responsible.",,
2010,Birmadal,India,22.61206,86.65859,Bombing or Explosion,Government (General),Politician or Political Party Movement/Meeting/Rally,"A Communist Party of India-Marxist worker, identified as Manorajan Mahto,",Unknown,0,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"12/24/2010: On Friday, at Birmadal and Odolchua village in Jhargram, West Midnapore, West Bengal, India, militants killed two ruling Communist Party of India-Marxist workers, identified as Manorajan Mahto and Rathindranath Gope. No group claimed responsibility, but it was suspected that Communist Party of India-Maoist militants were responsible.",,
2010,Chirugora,India,22.870022,86.476908,Bombing or Explosion,Government (General),Politician or Political Party Movement/Meeting/Rally,"A Jharkhand Party worker, identified as Raghunath Murmu, was targeted in the attack.",Melee,Knife or Other Sharp Object,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"12/24/2010: On Friday night between 0030 and 0230, in Chirogora village in Puruliya, West Bengal, India, militants killed a Jharkhand Party (Aditya) worker, identified as Raghunath Murmu, by stabbing him to death. No group claimed responsibility, but it was suspected that Communist Party of India-Maoist militants were responsible.",,
2010,Kalaberia,India,22.623273,88.494869,Bombing or Explosion,Private Citizens & Property,Political Party Member/Rally,"ATrinamool Congress activist, identified as Hikim Murmu,",Melee,Knife or Other Sharp Object,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"12/24/2010: On Friday, in Kalaberia village in Beliabera, West Bengal, India, unidentified militants hacked to death a Trinamool Congress activist, identified as Hikim Murmu. No group claimed responsibility, but it was suspected that Communist Party of India-Maoist militants were responsible.",,
2010,Odolchua,India,22.636871,86.676562,Bombing or Explosion,Government (General),Politician or Political Party Movement/Meeting/Rally,"A ruling Communist Party of India-Marxist worker, identified as Rathindranath Gope, was targeted in the attack.",Unknown,0,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"12/24/2010: On Friday, at Odolchua village in Jhargram, West Midnapore, West Bengal, India, in one of two linked attacks, unidentified militants killed a ruling Communist Party of India-Marxist worker, identified as Rathindranath Gope. No group claimed responsibility, but it was suspected that Communist Party of India-Maoist militants were responsible.",,
2010,Godda,India,24.825521,87.213518,Bombing or Explosion,Police,Police Security Forces/Officers,Central Reserve Police Force troopers,Explosives/Bombs/Dynamite,Land Mine,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"12/24/2010: On Friday, in Godda district of Jharkhand, India, unidentified militants detonated landmines during the final phase of the village elections, killing two troopers of the Central Reserve Police Force. It is unknown if the blasts resulted in any property damage. No group claimed responsibility, but it was suspected that Communist Party of India-Maoist militants were responsible.",,
