Year,City,Country,latitude,longitude,attack type,Target Type,Target Sub Type,Target,Weapon Type,Weapon sub type,Terrorist Organization,motive,summary,,,,
2003,Nishat,India,34.132381,74.877739,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,"Indiscriminate civilians while at the Nishat garden in Srinagar, India",Explosives/Bombs/Dynamite,Grenade,Unknown,Unknown,"04/14/2003: Two people were injured when suspected rebels threw a grenade into the Nishat garden in Srinagar, India.",,,,
2003,Srinagar,India,34.083658,74.797368,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,"Indiscriminate civilians on Hari Singh High street in Srinagar, India",Explosives/Bombs/Dynamite,Grenade,Unknown,Unknown,"04/14/2003: Four civilians and two security personnel were injured when suspected militants threw a grenade on Hari Singh High street in Srinagar, India.",,,,
2003,Govindpur,India,24.782413,85.692921,Armed Assault,Police,Police Security Forces/Officers,Indian policemen operating in Govindpur in the Bihar state,Explosives/Bombs/Dynamite,Land Mine,Maoist Communist Center (MCC),Unknown,"04/15/2003: Five Indian policemen were killed when suspected Maoist Communist Center rebels detonated a mine near the policemen in Govindpur, Nawada district, India.",,,,
2003,Gool,India,33.266512,75.004888,Armed Assault,Police,Police Security Forces/Officers,Indian police officers,Firearms,Automatic Weapon,Unknown,Unknown,04/17/2003: Suspected Islamic militants opened fire on a police post in the Udampur district of Kashmir. One police constable was killed and another police officer was seriously injured. Indian police estimated that 30 militants attacked the post that was housing 50 police officers.,,,,
2003,Magam,India,34.091914,74.589914,Armed Assault,Business,Medical/Pharmaceutical,"Hospital in Magam, Badgam district",Explosives/Bombs/Dynamite,Unknown Explosive Type,Unknown,Unknown,"04/17/2003: Unidentified assailants detonated an improvised explosive device outside a hospital in Magam, Badgam district. One policeman was killed and nine persons were injured.",,,,
2003,Goriwan,India,34.001173,74.393934,Armed Assault,Private Citizens & Property,Named Civilian,Bashir Ahmad Mir,Explosives/Bombs/Dynamite,Land Mine,Unknown,Unknown,"04/22/2003: A landmine placed in a wall killed six civilians and injured 12 others in Goriwan in the outskirts of Tral and Pulwama district, Jammu and Kashmir. Reports attributed the attack to militants. The improvised explosive device went off as people were taking their cattle to graze.",,,,
2003,Srinagar,India,34.083658,74.797368,Armed Assault,Journalists & Media,Newspaper Journalist/Staff/Facility,State radio and television station in Kashmir,Explosives/Bombs/Dynamite,Vehicle,Muslim Rebels,Unknown,04/26/2003: A car bomb and ensuing gun battle outside the state radio and television station in Kashmir killed two soldiers and injured three paramilitary officers. The three suspected Islamic militants who perpetrated the bombing were also killed. Police found explosives strapped to the bodies of two of the dead attackers. Two different Pakistan-based Islamic rebel groups claimed responsibility for the attack.,,,,
2003,Baramulla,India,34.205141,74.349494,Armed Assault,Government (General),"Government Personnel (excluding police, military)",Muzaffar Hussain Beig,Explosives/Bombs/Dynamite,Remote Trigger,Unknown,Unknown,"04/23/2003: Kashmir's finance minister, Muzaffar Hussain Beig, survived an assassination attempt in Baramulla, Jammu and Kashmir. The minister was inaugurating a branch of a government bank when a remote-controlled device exploded. There was no claim of responsibility for this incident.",,,,
2003,Tral,India,33.932201,75.113944,Armed Assault,Military,Military Barracks/Base/Headquarters/Checkpost,"An Indian border camp in Tral, 25 miles south of Srinagar, India",Firearms,Unknown Gun Type,Other,Unknown,"05/1/2003: Three Islamic militants dressed in police uniforms opened heavy fire and lobbed hand grenades at an Indian border camp in Tral, 25 miles south of Srinagar, India. One rebel was killed in the incident.",,,,
2003,Anantnag,India,33.733336,75.148983,Armed Assault,Police,Police Patrol (including vehicles and convoys),"A police vehicle in the Anantnag district, India",Explosives/Bombs/Dynamite,Grenade,Unknown,Unknown,"05/3/2003: At least fifteen civilians were injured in a grenade blast triggered by unknown militants at a crowded bus stand in the Anantnag district, India. The grenade was aimed at a police vehicle but missed its target, landing among pedestrians.",,,,
2003,Ganderbal,India,34.211864,74.770804,Armed Assault,Government (General),Politician or Political Party Movement/Meeting/Rally,"Ghulam Ahmed Saloora, a National Conference leader, in Duderhama, India",Explosives/Bombs/Dynamite,Grenade,Other,Unknown,"05/05/2003: Ghulam Ahmed Saloora, a pro-India politician affiliated with Indian Kashmir's long-ruling National Conference Ruling Party, was injured in a grenade explosion triggered by suspected Muslim rebels in Duderhama, India.",,,,
2003,Doda,India,33.14575,75.548049,Armed Assault,Police,Police Security Forces/Officers,"A police group in Doda, India",Explosives/Bombs/Dynamite,Grenade,Hizbul Mujahideen (HM),Unknown,"05/05/2003: A grenade hurled at a group of police missed its target and exploded in a bus stand in Doda, India. Twenty persons were injured and one killed in the incident. Police suspected that Hizb-ul-Mujahidin (HM) was responsible for the attack.",,,,
2003,Lasjan,India,34.043775,74.866795,Armed Assault,Police,Police Security Forces/Officers,"Indian security forces traveling in Lasjan, India",Explosives/Bombs/Dynamite,Unknown Explosive Type,Other,Unknown,"05/6/2003: Two civilians were injured in an explosion triggered by suspected Islamic militants in Lasjan, India. The militants supposedly were targeting a security forces vehicle in the incident.",,,,
2003,Pulwama,India,33.871517,74.89955,Armed Assault,Police,Police Patrol (including vehicles and convoys),"A police patrol operating in Pulwama, India",Explosives/Bombs/Dynamite,Grenade,Other,Unknown,"05/6/2003: Twenty-three civilians were injured when suspected Islamic militants hurled a grenade at a police patrol, which instead exploded among civilians in Pulwama, India.",,,,
2003,Mohorcherra,India,23.940848,91.988153,Armed Assault,Private Citizens & Property,Race/Ethnicity Identified,"An Indian market place in Mohorcherra, India",Firearms,Automatic Weapon,All Tripura Tiger Force (ATTF),Unknown,"05/7/2003: Fifteen alleged members of All Tripura Tiger Force (ATTF) attacked a market place in Mohorcherra, India, killing nine persons. All the victims of the incident were non-tribal Bengalis.",,,,
2003,Baramulla district,India,34.205141,74.349494,Armed Assault,Military,Military Unit/Patrol/Convoy,"A military patrol at an unspecified remote village in the Baramulla district, India",Explosives/Bombs/Dynamite,Grenade,Al-Mansoorian,Unknown,"05/7/2003: Militants ambushed an Indian patrol at an unspecified remote village in the Baramulla district, India. The attack left two soldiers dead and five injured. Al-Mansoorian claimed responsibility for the attack. Two of the perpetrators were killed after the Indian patrol returned fire in the incident.",,,,
2003,Fimnacherra,India,23.940848,91.988153,Armed Assault,Private Citizens & Property,Race/Ethnicity Identified,"Indiscriminate Bengalis in Fimnacherra, India",Firearms,Unknown Gun Type,All Tripura Tiger Force (ATTF),Unknown,"05/7/2003: Suspected members of the All Tripura Tiger Force (ATTF) armed with assault rifles and machetes dragged sleeping villagers from their houses, lined them up, and shot them at close range in Fimnacherra, India. Nineteen people died on the spot and eight villagers were severely injured.",,,,
2003,Agartala,India,23.831862,91.286778,Armed Assault,Private Citizens & Property,Race/Ethnicity Identified,"Indiscriminate Bengalis near Agartala, India",Firearms,Unknown Gun Type,National Liberation Front of Tripura (NLFT),Unknown,"05/7/2003: Suspected members of the National Liberation Front of Tripura (NLFT) shot dead two people near Agartala, India.",,,,
2003,Khrew,India,34.020919,74.999776,Armed Assault,Government (General),Politician or Political Party Movement/Meeting/Rally,"Ghulam Ahmed Rather, a worker of the state's National Conference party, in Khrew, India",Firearms,Unknown Gun Type,Other,Unknown,"05/9/2003: Ghulam Ahmed Rather, a worker of the state's National Conference party, was shot dead by suspected rebels in Khrew, India. No group claimed responsibility for the attack.",,,,
2003,Kupwara,India,34.526179,74.254614,Armed Assault,Police,Police Security Forces/Officers,"A group from the Central Reserve Police Force in the main market of Kupwara, India",Firearms,Unknown Gun Type,Unknown,Unknown,"05/12/2003: Rebels fired at a group from the Central Reserve Police Force in the main market of Kupwara, India. Four policemen, two army soldiers, and one shopkeeper were injured in the 15-minute shootout. No group claimed responsibility for the incident.",,,,
2003,Shopian,India,33.717003,74.836092,Armed Assault,Police,Police Security Forces/Officers,"Police stationed outside a regional bank in Shopian, India",Firearms,Unknown Gun Type,Unknown,Unknown,"05/12/2003: Rebels attacked police stationed outside a regional bank in Shopian, India, killing two policemen and injuring three civilians. No group claimed responsibility for the incident.",,,,
2003,Narsu,India,33.00581,75.210876,Armed Assault,Military,Military Transportation/Vehicle (excluding convoys),"An army vehicle in Nasu, India",Firearms,Automatic Weapon,Other,Unknown,"05/12/2003: Islamic militants attacked an army vehicle with grenades and automatic rifles in Nasu, India. The attack left a marine commando dead and an Indian soldier injured. No group claimed responsibility for the incident.",,,,
2003,Srinagar,India,34.08753,74.792437,Armed Assault,Police,Police Patrol (including vehicles and convoys),"A police patrol in Karan Nagar, India",Firearms,Unknown Gun Type,Unknown,Unknown,"05/13/2003: Unknown rebels opened fire from close range at a police patrol in Karan Nagar, India, which left one sub-inspector dead. No group claimed responsibility for the incident.",,,,
2003,Thanamandi,India,33.538588,74.369286,Armed Assault,Military,Military Transportation/Vehicle (excluding convoys),"An Indian army vehicle in Thanamandi, India",Explosives/Bombs/Dynamite,Grenade,Other,Unknown,"05/13/2003: Unknown Muslim rebels, armed with assault rifles and grenades, launched an attack on an Indian army vehicle in Thanamandi, India. One soldier was killed and four injured in the attack. No group claimed responsibility for the attack.",,,,
2003,Srinagar,India,34.083658,74.797368,Armed Assault,Police,Police Security Forces/Officers,"Indian policemen in Srinagar, India",Firearms,Unknown Gun Type,Unknown,Unknown,"05/17/2003: Suspected Muslim rebels shot dead two policemen in Srinagar, India. No group claimed responsibility for the attack.",,,,
2003,Srinagar,India,34.083658,74.797368,Armed Assault,Military,"Military Personnel (soldiers, troops, officers, forces)","Indian security forces in Srinagar, India",Explosives/Bombs/Dynamite,Grenade,Unknown,Unknown,"05/19/2003: Militants launched a grenade at security forces in Srinagar, India. The perpetrators missed their target, but caused no casualties. No group took responsibility for the incident.",,,,
